reviewPriority,reviewBatch,playerKey,playerName,classicRole,mantraRoles,realTeam,realTeamOriginal,fantacalcioId,quotationCurrent,fvm,fantasyRoster,fbrefSearchQuery,fbrefSearchUrl,fbrefId,fbrefName,fbrefUrl,matchStatus,confidence,notes
"496","batch-10","fc-7357","Lahdo","C","C/T","COM","Como","7357","1","5","","Lahdo Como fbref","https://fbref.com/en/search/search.fcgi?search=Lahdo%20Como%20fbref","","","","needs-review","",""
"497","batch-10","fc-7271","Odogu","D","Dc","MIL","Milan","7271","1","5","","Odogu Milan fbref","https://fbref.com/en/search/search.fcgi?search=Odogu%20Milan%20fbref","","","","needs-review","",""
"498","batch-10","fc-543","Padelli","P","Por","UDI","Udinese","543","1","1","","Padelli Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Padelli%20Udinese%20fbref","","","","needs-review","",""
"499","batch-10","fc-7164","Perez M.","D","Dd/Dc","LEC","Lecce","7164","1","2","","Perez M Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Perez%20M%20Lecce%20fbref","","","","needs-review","",""
"500","batch-10","fc-7345","Przyborek","C","W/T","LAZ","Lazio","7345","1","6","","Przyborek Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Przyborek%20Lazio%20fbref","","","","needs-review","",""
"501","batch-11","fc-5338","Rinaldi","P","Por","PAR","Parma","5338","1","1","","Rinaldi Parma fbref","https://fbref.com/en/search/search.fcgi?search=Rinaldi%20Parma%20fbref","","","","needs-review","",""
"502","batch-11","fc-219","Sommariva","P","Por","GEN","Genoa","219","1","1","","Sommariva Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Sommariva%20Genoa%20fbref","","","","needs-review","",""
"503","batch-11","fc-4","Sportiello","P","Por","ATA","Atalanta","4","1","1","","Sportiello Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Sportiello%20Atalanta%20fbref","","","","needs-review","",""
"504","batch-11","fc-7368","Vermesan","A","Pc","VER","Verona","7368","1","1","","Vermesan Verona fbref","https://fbref.com/en/search/search.fcgi?search=Vermesan%20Verona%20fbref","","","","needs-review","",""
"505","batch-11","fc-7262","Balentien","A","A","MIL","Milan","7262","1","1","","Balentien Milan fbref","https://fbref.com/en/search/search.fcgi?search=Balentien%20Milan%20fbref","","","","needs-review","",""
"506","batch-11","fc-7042","Calligaris","P","Por","INT","Inter","7042","1","1","","Calligaris Inter fbref","https://fbref.com/en/search/search.fcgi?search=Calligaris%20Inter%20fbref","","","","needs-review","",""
"507","batch-11","fc-7261","Cavlina","P","Por","COM","Como","7261","1","1","","Cavlina Como fbref","https://fbref.com/en/search/search.fcgi?search=Cavlina%20Como%20fbref","","","","needs-review","",""
"508","batch-11","fc-4929","Ciocci","P","Por","CAG","Cagliari","4929","1","1","","Ciocci Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Ciocci%20Cagliari%20fbref","","","","needs-review","",""
"509","batch-11","fc-2845","Contini","P","Por","NAP","Napoli","2845","1","1","","Contini Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Contini%20Napoli%20fbref","","","","needs-review","",""
"510","batch-11","fc-7285","Ferrante","P","Por","NAP","Napoli","7285","1","1","","Ferrante Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Ferrante%20Napoli%20fbref","","","","needs-review","",""
"511","batch-11","fc-2401","Fruchtl","P","Por","LEC","Lecce","2401","1","1","","Fruchtl Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Fruchtl%20Lecce%20fbref","","","","needs-review","",""
"512","batch-11","fc-7383","Giacomone","P","Por","LAZ","Lazio","7383","1","1","","Giacomone Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Giacomone%20Lazio%20fbref","","","","needs-review","",""
"513","batch-11","fc-5899","Gigot","D","Dc","LAZ","Lazio","5899","1","3","","Gigot Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Gigot%20Lazio%20fbref","","","","needs-review","",""
"514","batch-11","fc-158","Lezzerini","P","Por","FIO","Fiorentina","158","1","1","","Lezzerini Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Lezzerini%20Fiorentina%20fbref","","","","needs-review","",""
"515","batch-11","fc-6645","Marchwinski","C","T","LEC","Lecce","6645","1","2","","Marchwinski Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Marchwinski%20Lecce%20fbref","","","","needs-review","",""
"516","batch-11","fc-7388","Mosconi","A","A","INT","Inter","7388","1","1","","Mosconi Inter fbref","https://fbref.com/en/search/search.fcgi?search=Mosconi%20Inter%20fbref","","","","needs-review","",""
"517","batch-11","fc-6505","Nava","P","Por","CRE","Cremonese","6505","1","1","","Nava Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Nava%20Cremonese%20fbref","","","","needs-review","",""
"518","batch-11","fc-7185","Nunziante","P","Por","UDI","Udinese","7185","1","1","","Nunziante Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Nunziante%20Udinese%20fbref","","","","needs-review","",""
"519","batch-11","fc-7382","Pannozzo","P","Por","LAZ","Lazio","7382","1","1","","Pannozzo Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Pannozzo%20Lazio%20fbref","","","","needs-review","",""
"520","batch-11","fc-7156","Pieragnolo","D","Ds/E","SAS","Sassuolo","7156","1","3","","Pieragnolo Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Pieragnolo%20Sassuolo%20fbref","","","","needs-review","",""
"521","batch-11","fc-1930","Pinsoglio","P","Por","JUV","Juventus","1930","1","1","","Pinsoglio Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Pinsoglio%20Juventus%20fbref","","","","needs-review","",""
"522","batch-11","fc-7346","Raterink","D","Dd/E","CAG","Cagliari","7346","1","1","","Raterink Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Raterink%20Cagliari%20fbref","","","","needs-review","",""
"523","batch-11","fc-2297","Rossi F.","P","Por","ATA","Atalanta","2297","1","1","","Rossi F Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Rossi%20F%20Atalanta%20fbref","","","","needs-review","",""
"524","batch-11","fc-6523","Samooja","P","Por","LEC","Lecce","6523","1","1","","Samooja Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Samooja%20Lecce%20fbref","","","","needs-review","",""
"525","batch-11","fc-2127","Satalino","P","Por","SAS","Sassuolo","2127","1","1","","Satalino Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Satalino%20Sassuolo%20fbref","","","","needs-review","",""
"526","batch-11","fc-6650","Sherri","P","Por","CAG","Cagliari","6650","1","1","","Sherri Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Sherri%20Cagliari%20fbref","","","","needs-review","",""
"527","batch-11","fc-6991","Siegrist","P","Por","GEN","Genoa","6991","1","1","","Siegrist Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Siegrist%20Genoa%20fbref","","","","needs-review","",""
"528","batch-11","fc-7363","Siviero","P","Por","TOR","Torino","7363","1","1","","Siviero Torino fbref","https://fbref.com/en/search/search.fcgi?search=Siviero%20Torino%20fbref","","","","needs-review","",""
"529","batch-11","fc-7236","Toniolo","P","Por","VER","Verona","7236","1","1","","Toniolo Verona fbref","https://fbref.com/en/search/search.fcgi?search=Toniolo%20Verona%20fbref","","","","needs-review","",""
"530","batch-11","fc-7301","Tornqvist","P","Por","COM","Como","7301","1","1","","Tornqvist Como fbref","https://fbref.com/en/search/search.fcgi?search=Tornqvist%20Como%20fbref","","","","needs-review","",""
"531","batch-11","fc-2809","Vigorito","P","Por","COM","Como","2809","1","1","","Vigorito Como fbref","https://fbref.com/en/search/search.fcgi?search=Vigorito%20Como%20fbref","","","","needs-review","",""
"532","batch-11","fc-7169","Zelezny","P","Por","ROM","Roma","7169","1","1","","Zelezny Roma fbref","https://fbref.com/en/search/search.fcgi?search=Zelezny%20Roma%20fbref","","","","needs-review","",""
